hotelcode,hotelname,regional_head,contractmanager,city,Booking_Month,Booking_Date,bookings,RNs,RNsAAlogic,RNsAAlogicwithmax,RNsAAlogicwithroom1,GMV,PTHwithTAX,bookingvendor_id
1000019398,Paradise Isle Beach Resort,ajay.madhusudan,pavan.desai,Udupi,7,2022-07-02,1,1,75.0,75,75,6350.4,5329.798305084746,14
1000259027,Mayfair Lake Resort,vikas.sharma,saurabh.deshmukh@go-mmt.com,Raipur,6,2022-06-13,7,10,0.0,10,7,59696.0,49036.0,24
1000052280,Octave Kanthi Comforts,vikram.challur,ankit.anish@go-mmt.com,Bengaluru,6,2022-06-13,2,3,132.0,132,132,4132.8,3468.596610169491,14
1000114041,Niraamaya Retreats Surya Samudra,vikram.challur,Vaibhav.Gupta2@go-mmt.com,Kovalam,7,2022-07-01,1,4,124.0,124,124,98176.0,83200.0,14
1000008695,Bandipur Safari Lodge by Jungle Lodges,ajay.madhusudan,ankit.anish@go-mmt.com,Bandipur,6,2022-06-16,1,1,26.0,26,26,16671.28,14975.898644067796,24
1000005368,Miramar Residency,vikram.challur,anamika.verma,Goa,7,2022-07-12,1,1,60.0,60,60,2318.4,1904.4,24
1000000013,Sonali Regency by ShriGo Hotels,vikas.sharma,faraz.shaikh,Bhopal,7,2022-07-06,1,1,36.0,36,36,1250.0,1025.0,14
1000335907,"Tree of Life Highlands, Mussoorie",vikas.sharma,ingo_supply_manager@go-mmt.com,Mussoorie,6,2022-06-03,1,3,0.0,3,3,31293.6,25989.6,24
1000259027,Mayfair Lake Resort,vikas.sharma,saurabh.deshmukh@go-mmt.com,Raipur,6,2022-06-04,2,3,0.0,3,3,19824.0,16284.0,14
1000000136,THE HHI Select (The Hotel Hindusthan International Bangalore),vikas.sharma,anamika.verma,Bengaluru,7,2022-07-08,2,5,192.0,192,192,19958.4,16394.4,24
1000019398,Paradise Isle Beach Resort,ajay.madhusudan,pavan.desai,Udupi,6,2022-06-15,4,5,375.0,375,375,27236.16,22858.914237288136,24
1000300944,MPT Kutni Island Resort,vikram.challur,faraz.shaikh,Chhatarpur,6,2022-06-02,1,2,0.0,2,1,7369.6,6382.599999999999,24
1000165436,Octave Plaza Hotel,vikram.challur,ankit.anish@go-mmt.com,Bengaluru,7,2022-07-03,1,1,0.0,1,1,1461.6,1226.7016949152544,24
1000165436,Octave Plaza Hotel,vikram.challur,ankit.anish@go-mmt.com,Bengaluru,6,2022-06-09,5,6,0.0,6,6,8089.2,6789.149152542373,14
1000026118,Hotel Trinetar Resort,aashendra.singh,ingo_supply_manager@go-mmt.com,Patnitop,6,2022-06-26,3,5,144.0,144,144,17418.239999999998,14618.87559322034,14
1000000354,HHI Varanasi,vikas.sharma,ravindra.shekhawat,Varanasi,7,2022-07-10,1,4,196.0,196,196,21504.0,18048.0,24
1000096766,The Raviz Kadavu,vikram.challur,Rohith.Thampi@go-mmt.com,Calicut,6,2022-06-23,1,1,117.0,117,117,6158.88,5169.0579661016955,24
1000007791,Alsisar Haveli - A Heritage Hotel,vikas.sharma,divya.francis,Jaipur,7,2022-07-11,1,3,135.0,135,135,19365.56,15907.41593220339,24
1000002177,Swosti Grand,vikas.sharma,jagannath.dasgupta@go-mmt.com,Bhubaneswar,6,2022-06-05,1,1,55.0,55,55,4509.33,3784.6181355932204,14
1000006817,Regency Tiruttani by GRT Hotels,vikram.challur,Ponnuvelraj.C@go-mmt.com,Tiruttani,6,2022-06-20,1,1,32.0,32,32,4069.8,3355.8,14
1000060692,"MPT Malwa Retreat, Mandu",vikram.challur,faraz.shaikh,Mandu,6,2022-06-23,2,6,,6,2,13362.72,11573.067457627118,24
1000011141,Hotel Tara (Ramoji Film City),vikram.challur,Subhankar.Mazumdar@go-mmt.com,Hyderabad,7,2022-07-06,1,3,126.0,126,126,23449.94,19825.880677966103,14
1000142188,Lotus Resort,vikram.challur,parth.desai_mmt7586,Konark,6,2022-06-14,2,7,39.0,39,39,46249.7,38816.691525423725,24
1000115727,Summit Ttakshang Residency Hotel & Spa (MG Marg),vikas.sharma,sahil.chawla2@go-mmt.com,Gangtok,7,2022-07-10,2,5,87.0,87,87,18585.8,15598.783050847458,24
1000002186,The Windflower Resorts & Spa,vikram.challur,Vaibhav.Gupta2@go-mmt.com,Coorg,6,2022-06-05,3,3,198.0,198,198,56545.600000000006,48113.6,24
1000015944,Hotel Sonar Bangla,vikas.sharma,ingo_supply_manager@go-mmt.com,Kolaghat,6,2022-06-03,7,7,364.0,364,364,48888.0,41031.0,24
1000001870,Regency Madurai by GRT Hotels,vikram.challur,Ponnuvelraj.C@go-mmt.com,Madurai,7,2022-07-08,1,3,270.0,270,270,19656.0,16497.0,24
1000004195,Click Hotel Caliph,vikram.challur,parth.desai_mmt7586,Mumbai,6,2022-06-22,4,6,354.0,354,354,27731.199999999997,23521.99661016949,24
1000030868,GReaT trails Kodaikanal by GRT Hotels,vikram.challur,Ponnuvelraj.C@go-mmt.com,Kodaikanal,6,2022-06-24,2,2,80.0,80,80,23758.92,20491.597966101697,24
1000234892,KSTDC Hotel Mayura Biligiri,ajay.madhusudan,ingo_supply_manager@go-mmt.com,Chamrajnagar,7,2022-07-13,1,2,0.0,2,2,5017.6,4345.6,24
1000054820,Octave Golfcourse Inn,vikram.challur,ankur.chamoli,Gurgaon,7,2022-07-10,2,2,38.0,38,38,3138.8,2634.359322033898,14
1000399115,Octave Orchid Vista,vikram.challur,ankur.chamoli,Gurgaon,6,2022-06-23,1,1,0.0,1,1,1316.0,1104.491525423729,24
1000089372,"Le ROI, Jammu@ Tawi Railway Station",vikas.sharma,ingo_supply_manager@go-mmt.com,Jammu,7,2022-07-05,5,5,275.0,275,275,11895.210000000001,9771.07440677966,14
1000008172,Garden Hotel by HRH Group of Hotels,vikas.sharma,divya.francis,Udaipur,6,2022-06-10,1,3,60.0,60,60,7711.2,6334.2,24
1000324379,Octave Royal Opera,vikram.challur,ankit.anish@go-mmt.com,Bengaluru,6,2022-06-03,1,3,0.0,3,3,5152.0,4324.0,24
1000045384,KSTDC Hotel Mayura Pine Top Nandi Hills ,ajay.madhusudan,ingo_supply_manager@go-mmt.com,Bengaluru,7,2022-07-11,6,10,28.0,28,28,39648.0,34338.0,24
1000000743,Hotel Coorg International,vikram.challur,Gururaj.chandu@go-mmt.com,Coorg,7,2022-07-05,6,11,363.0,363,363,68976.51,59889.76423728813,24
1000104043,Udaan Alpine Resort (Valley View),vikas.sharma,sahil.chawla2@go-mmt.com,Gangtok,6,2022-06-25,2,4,52.0,52,52,16722.72,13736.516610169492,24
1000150924,Cygnett Park Di- Arch,vikas.sharma,ravindra.shekhawat,Lucknow,7,2022-07-04,1,1,90.0,90,90,3584.0,3008.0,14
1000045338,KSTDC Hotel Mayura Velapuri Belur,ajay.madhusudan,ingo_supply_manager@go-mmt.com,Belur,6,2022-06-06,1,1,12.0,12,12,1477.28,1213.4833898305085,24
1000236835,One Earth GG Regency (80 Steps to Golden Temple),vikas.sharma,ingo_supply_manager@go-mmt.com,Amritsar,6,2022-06-23,3,4,0.0,4,4,13037.03,10359.784237288137,14
1000001835,Mascot Hotel (KTDC),dinesh.babu,ajith.antony,Thiruvananthapuram,6,2022-06-23,1,1,66.0,66,66,4975.04,3953.3789830508476,14
1000236835,One Earth GG Regency (80 Steps to Golden Temple),vikas.sharma,ingo_supply_manager@go-mmt.com,Amritsar,6,2022-06-21,4,7,0.0,7,4,20799.98,16528.751186440677,14
1000355674,Mount Amara Hotel & Spa,vikas.sharma,sahil.chawla2@go-mmt.com,Siliguri,6,2022-06-09,10,16,0.0,16,12,35379.49,29161.651016949145,24
1000236835,One Earth GG Regency (80 Steps to Golden Temple),vikas.sharma,ingo_supply_manager@go-mmt.com,Amritsar,6,2022-06-18,7,19,0.0,19,10,74525.09,59220.85271186441,24
1000169715,Mayfair Himalayan Spa Resort,vikas.sharma,sahil.chawla2@go-mmt.com,Kalimpong,6,2022-06-25,1,2,0.0,2,1,16800.0,14100.0,24
1000001835,Mascot Hotel (KTDC),dinesh.babu,ajith.antony,Thiruvananthapuram,7,2022-07-03,2,2,132.0,132,132,10474.32,8323.286101694915,14
1000009742,The Ananta,vikas.sharma,divya.francis,Udaipur,7,2022-07-13,28,71,13867.0,13867,13867,633655.16,546948.3294915254,24
1000030868,GReaT trails Kodaikanal by GRT Hotels,vikram.challur,Ponnuvelraj.C@go-mmt.com,Kodaikanal,7,2022-07-11,1,2,80.0,80,80,27744.75,23512.495762711864,14
1000247266,Shahpura Residency,vikas.sharma,divya.francis,Jaipur,6,2022-06-16,2,2,0.0,2,2,2757.88,2265.4054237288137,14
1000005606,Tree of Life Resort and Spa,vikas.sharma,divya.francis,Jaipur,7,2022-07-12,4,4,56.0,56,56,85255.0,70805.0,24
1000328314,"VITS Excellensea, Karde Beach",vikram.challur,parth.desai_mmt7586,Dapoli,6,2022-06-05,2,3,0.0,3,3,14220.64,11681.241694915254,24
1000334333,The Orchid Shimla,vikram.challur,parth.desai_mmt7586,Shimla,6,2022-06-01,1,1,0.0,1,1,7559.19,6209.33406779661,24
1000002375,Muscatel  Yavachi,sourav.dutta,sahil.chawla2@go-mmt.com,Gangtok,7,2022-07-08,1,2,46.0,46,46,4384.8,3601.8,24
1000021740,KSTDC Hotel Mayura Valley View,ajay.madhusudan,ingo_supply_manager@go-mmt.com,Coorg,6,2022-06-15,1,1,35.0,35,35,3134.88,2715.0325423728814,14
1000240424,Mount Himalayan Hotel,vikas.sharma,sahil.chawla2@go-mmt.com,Gangtok,6,2022-06-20,1,2,0.0,2,1,8217.66,6896.956610169491,14
1000007174,Amritara Ambatty Greens Resort,vikas.sharma,anamika.verma,Coorg,6,2022-06-01,6,11,264.0,264,264,169527.41999999998,143483.15728813558,24
1000192729,"MPT Sailani Island Resort, Sailani Island",vikram.challur,faraz.shaikh,Omkareshwar,7,2022-07-02,5,6,0.0,6,5,57438.36,50083.55491525424,24
1000045326,KSTDC Hotel Mayura Bhuvaneshwari Kamalapur,ajay.madhusudan,ingo_supply_manager@go-mmt.com,Hampi,6,2022-06-22,2,3,108.0,108,108,8956.64,7757.089152542372,24
1000015262,Aamby Valley City,vikram.challur,parth.desai_mmt7586,Lonavala,7,2022-07-05,5,7,2520.0,2520,2520,103561.71999999999,87764.16915254238,24
1000005819,Sahara Star,vikram.challur,parth.desai_mmt7586,Mumbai,7,2022-07-07,48,73,19720.0,19720,19720,635454.5999999997,570607.4389830508,24
1000373188,Residency Fort,tahir.khatri,shino.baby@go-mmt.com,Mumbai,6,2022-06-04,2,2,0.0,2,2,8185.16,6723.51593220339,24
1000044084,Roseate House New Delhi,vikas.sharma,rittika.kathpalia,Delhi,6,2022-06-29,11,16,3094.0,3094,3094,142321.19,120036.02050847458,14
1000001065,Mayfair Hotel,vikas.sharma,sahil.chawla2@go-mmt.com,Darjeeling,6,2022-06-25,2,6,172.0,172,172,54028.0,45532.0,24
1000008178,Fateh Bagh by HRH Group of Hotels,vikas.sharma,divya.francis,Ranakpur,6,2022-06-14,1,4,36.0,36,36,12700.8,10432.8,14
1000002738,The Accord Metropolitan,vikram.challur,Ponnuvelraj.C@go-mmt.com,Chennai,6,2022-06-16,14,21,2754.0,2754,2754,138149.11000000002,116969.26254237289,24
1000077720,The Raviz Calicut,vikram.challur,Rohith.Thampi@go-mmt.com,Calicut,6,2022-06-29,2,3,300.0,300,300,18981.989999999998,15931.083220338984,14
1000290041,Click Hotel Aurangabad,vikram.challur,parth.desai_mmt7586,Aurangabad,7,2022-07-13,2,2,0.0,2,2,4704.0,3990.0,14
1000008939,Jaypee Greens Golf & Spa Resort,vikas.sharma,rittika.kathpalia,Greater Noida,6,2022-06-02,2,2,370.0,370,370,23541.0,20548.5,24
1000003352,The Residency,vikram.challur,Ponnuvelraj.C@go-mmt.com,Coimbatore,7,2022-07-07,1,1,135.0,135,135,9527.5,8074.152542372882,14
1000290041,Click Hotel Aurangabad,vikram.challur,parth.desai_mmt7586,Aurangabad,6,2022-06-15,2,2,0.0,2,2,4256.0,3610.0,14
1000031342,Hotel Polomax,vikas.sharma,ravindra.shekhawat,Prayagraj,6,2022-06-05,7,7,357.0,357,357,16871.219999999998,14159.762372881352,24
1000205906,"GenX Brij ,Jamui",vikram.challur,parth.desai_mmt7586,Jamui,6,2022-06-17,1,1,0.0,1,1,3136.0,2660.0,24
1000350342,MTDC Matheran,tahir.khatri,shino.baby@go-mmt.com,Matheran,6,2022-06-18,2,2,0.0,2,2,5936.0,5141.0,24
1000001729,Kenilworth Hotel,vikas.sharma,ingo_supply_manager@go-mmt.com,Kolkata,6,2022-06-07,5,7,606.0,606,606,40664.33,34492.06728813559,24
1000013114,Hotel Suba Star,vikram.challur,parth.desai_mmt7586,Ahmedabad,7,2022-07-03,2,9,324.0,324,324,25341.120000000003,21494.69627118644,24
1000351011,MTDC Shirdi,tahir.khatri,shino.baby@go-mmt.com,Shirdi,6,2022-06-30,6,9,0.0,9,8,16630.88,14403.532542372881,24
1000028332,HOTEL ROYAL HERITAGE,sourav.dutta,sahil.chawla2@go-mmt.com,Guwahati,6,2022-06-13,1,1,69.0,69,69,2500.0,2000.0,14
1000164127,Evoke Lifestyle Candolim,vikas.sharma,anamika.verma,Goa,6,2022-06-25,8,51,0.0,51,31,169429.24,146125.04508474577,24
1000003352,The Residency,vikram.challur,Ponnuvelraj.C@go-mmt.com,Coimbatore,6,2022-06-25,1,1,135.0,135,135,6759.09,5706.09,14
1000003352,The Residency,vikram.challur,Ponnuvelraj.C@go-mmt.com,Coimbatore,6,2022-06-10,4,5,540.0,540,540,41584.020000000004,35258.72338983051,14
1000164127,Evoke Lifestyle Candolim,vikas.sharma,anamika.verma,Goa,7,2022-07-04,9,34,0.0,34,28,100194.35,90099.57033898305,24
1000002176,Swosti Premium,vikas.sharma,jagannath.dasgupta@go-mmt.com,Bhubaneswar,6,2022-06-03,2,4,588.0,588,588,28564.64,23973.911186440677,14
1000170200,Octave Studio Hotel,vikram.challur,ankit.anish@go-mmt.com,Bengaluru,7,2022-07-07,5,18,0.0,18,17,43903.99999999999,36848.008474576265,14
1000008631,Jaypee Vasant Continental Hotel,vikas.sharma,rittika.kathpalia,Delhi,6,2022-06-05,11,18,2125.0,2125,2125,107503.2,93105.46271186438,24
1000058124,MPT Hotel Bharhut,vikram.challur,faraz.shaikh,Satna,7,2022-07-06,2,2,62.0,62,62,4462.08,3864.486779661017,24
1000225420,Acron Seaway Resort,vikram.challur,vinesh.redkar,Goa,7,2022-07-06,1,1,0.0,1,1,4081.49,3425.540847457627,24
1000000419,Abad Metro,vikram.challur,Rohith.Thampi@go-mmt.com,Cochin,7,2022-07-12,2,3,74.0,74,74,5809.4400000000005,4772.041694915254,24
1000270635,Hotel Mizu,himmat.shekhawat,ankur.chamoli,Gurgaon,6,2022-06-02,2,3,0.0,3,3,6168.96,5067.366779661017,24
1000002445,THE KHURANA GROUP DEWACHEN RETREAT,sourav.dutta,sahil.chawla2@go-mmt.com,Gangtok,6,2022-06-02,1,4,36.0,36,36,13305.6,11167.201694915255,24
1000377051,Great Trails Wayanad by GRT Hotels,vikram.challur,Ponnuvelraj.C@go-mmt.com,Wayanad,6,2022-06-14,2,2,0.0,2,2,27547.07,22955.900508474577,24
1000059010,"MPT Tourist Bungalow, Chitrakoot",vikram.challur,faraz.shaikh,Chitrakoot,6,2022-06-14,2,2,42.0,42,42,4910.08,4252.486779661017,14
1000002690,VITS Sharanam,vikram.challur,parth.desai_mmt7586,Thane,7,2022-07-02,2,2,60.0,60,60,9815.89,8063.059491525424,24
1000005351,Colva Residency,vikram.challur,anamika.verma,Goa,6,2022-06-10,1,3,135.0,135,135,8114.4,6665.4,24
1000088504,Octave Suites Residency Rd,vikram.challur,ankit.anish@go-mmt.com,Bengaluru,7,2022-07-09,3,3,87.0,87,87,10407.6,8734.947457627119,24
1000093390,Octave Hotel & Spa JP Nagar,vikram.challur,ankit.anish@go-mmt.com,Bengaluru,6,2022-06-12,1,1,36.0,36,36,1461.6,1226.7016949152544,24
1000002671,Jain Group Hotel Sonamchen,sourav.dutta,sahil.chawla2@go-mmt.com,Pelling,6,2022-06-15,1,1,45.0,45,45,2106.72,1768.1437288135594,14
1000002445,THE KHURANA GROUP DEWACHEN RETREAT,sourav.dutta,sahil.chawla2@go-mmt.com,Gangtok,6,2022-06-13,1,2,36.0,36,36,4334.4,3637.7983050847456,14
1000270635,Hotel Mizu,himmat.shekhawat,ankur.chamoli,Gurgaon,6,2022-06-03,9,13,0.0,13,13,25018.56,20551.0006779661,14
1000225582,Octave Crystal Heights,vikram.challur,ankit.anish@go-mmt.com,Bengaluru,7,2022-07-10,2,2,0.0,2,2,5376.0,4512.0,24
1000044084,Roseate House New Delhi,vikas.sharma,rittika.kathpalia,Delhi,7,2022-07-08,8,8,1768.0,1768,1768,85195.48,71993.8359322034,14
1000001919,Regency Sameera Vellore by GRT Hotels,vikram.challur,Ponnuvelraj.C@go-mmt.com,Vellore,7,2022-07-03,2,3,150.0,150,150,10317.9,8688.747457627118,24
1000103830,7 Apple Hotel,tahir.khatri,ingo_supply_manager@go-mmt.com,Vadodara,6,2022-06-24,1,1,75.0,75,75,1653.12,1387.442033898305,14
1000069314,Hotel Polo Max,vikas.sharma,shino.baby@go-mmt.com,Jabalpur,7,2022-07-11,1,1,45.0,45,45,1823.47,1530.4106779661017,14
1000000678,Svenska Design Hotel,vikram.challur,parth.desai_mmt7586,Bengaluru,6,2022-06-23,8,8,448.0,448,448,30052.980000000007,26393.912203389835,24
1000225582,Octave Crystal Heights,vikram.challur,ankit.anish@go-mmt.com,Bengaluru,6,2022-06-23,1,1,0.0,1,1,2744.0,2303.0,14
1000103830,7 Apple Hotel,tahir.khatri,ingo_supply_manager@go-mmt.com,Vadodara,6,2022-06-05,5,5,375.0,375,375,7741.4400000000005,6497.278983050847,14
1000001065,Mayfair Hotel,vikas.sharma,sahil.chawla2@go-mmt.com,Darjeeling,7,2022-07-04,1,1,43.0,43,43,6944.0,5828.0,24
1000044084,Roseate House New Delhi,vikas.sharma,rittika.kathpalia,Delhi,6,2022-06-03,75,104,21879.0,21879,21879,869519.9600000003,732371.9769491527,24
1000000770,The Elgin Mount Pandim,vikas.sharma,sahil.chawla2@go-mmt.com,Pelling,6,2022-06-18,2,4,48.0,48,48,61360.0,50960.0,14
1000004174,Riva Beach Resort,vikram.challur,vinesh.redkar,Goa,6,2022-06-30,11,30,2112.0,2112,2112,176420.16,140191.04983050848,24
1000350272,MTDC Wardha,tahir.khatri,shino.baby@go-mmt.com,Wardha,6,2022-06-18,3,6,0.0,6,4,5180.0,4430.0,14
1000059480,"MPT Narmada Resort, Maheshwar",vikram.challur,faraz.shaikh,Maheshwar,6,2022-06-25,1,2,,2,1,6921.6,5994.599999999999,24
1000005614,Uday Suites - The Airport Hotel,vikram.challur,Rohith.Thampi@go-mmt.com,Thiruvananthapuram,6,2022-06-11,1,2,90.0,90,90,13710.6,11262.277966101694,24
1000323292,Click Hotel Transport Nagar,vikram.challur,parth.desai_mmt7586,Lucknow,6,2022-06-24,1,1,0.0,1,1,2282.28,1935.8562711864406,24
1000080928,The Guwahati Address (by Centre Point Group),vikas.sharma,sahil.chawla2@go-mmt.com,Guwahati,7,2022-07-01,3,5,70.0,70,70,32256.0,27072.0,24
1000007069,Hotel Milestone,sourav.dutta,sahil.chawla2@go-mmt.com,Siliguri,6,2022-06-13,1,1,40.0,40,40,7822.06,6564.941355932204,14
1000233875,Cygnett Inn Trendz Itanagar,vikas.sharma,sahil.chawla2@go-mmt.com,Itanagar,6,2022-06-20,1,2,0.0,2,2,7840.0,6440.0,24
1000244672,Aaroham The Watergate Hotel Bhimtal,vikas.sharma,ankur.chamoli,Bhimtal,6,2022-06-08,1,3,0.0,3,3,17992.8,14779.8,14
1000323292,Click Hotel Transport Nagar,vikram.challur,parth.desai_mmt7586,Lucknow,6,2022-06-02,1,1,0.0,1,1,2036.76,1727.6074576271187,14
1000000371,Deshadan Cliff & Beach Resort,vikram.challur,Rohith.Thampi@go-mmt.com,Varkala,6,2022-06-02,1,2,18.0,18,18,11424.0,9695.186440677966,24
1000008697,Kali Adventure Camp by Jungle Lodges,ajay.madhusudan,ankit.anish@go-mmt.com,Dandeli,6,2022-06-03,2,6,78.0,78,78,44753.4,39382.99322033898,24
1000002979,Abad Harmonia Ayurveda Beach Resort,vikram.challur,Rohith.Thampi@go-mmt.com,Kovalam,6,2022-06-23,1,4,68.0,68,68,17099.72,14511.991186440679,24
1000000546,Sinclairs Darjeeling,vikas.sharma,sahil.chawla2@go-mmt.com,Darjeeling,7,2022-07-06,1,2,90.0,90,90,15232.0,12784.0,24
1000358393,Octave Uptown Suites,vikram.challur,ankit.anish@go-mmt.com,Nagpur,6,2022-06-25,2,2,0.0,2,2,3892.0,3266.5,24
1000308251,Spring Sky Mughalsarai By ShriGo Hotels,vikas.sharma,ravindra.shekhawat,Varanasi,6,2022-06-17,1,2,0.0,2,1,5392.66,4429.676949152543,24
1000126273,The Blossom Resort,vikram.challur,Gururaj.chandu@go-mmt.com,Chikmagalur,6,2022-06-13,1,3,,3,1,21769.77,18854.185254237287,24
1000005453,Panaji Residency,vikram.challur,anamika.verma,Goa,6,2022-06-16,1,1,45.0,45,45,3646.72,2995.5166101694917,24
1000163276,Hotel Greenland,sourav.dutta,sahil.chawla2@go-mmt.com,Guwahati,7,2022-07-10,1,2,4.0,4,4,1598.0,1438.2033898305085,24
1000045426,KSTDC Hotel Mayura Durg,ajay.madhusudan,ingo_supply_manager@go-mmt.com,Chitradurga,6,2022-06-17,2,3,30.0,30,30,8061.76,6982.056610169491,24
1000006923,Pragati Manor,sourav.dutta,sahil.chawla2@go-mmt.com,Guwahati,6,2022-06-15,3,7,200.0,200,200,32934.72,27641.677627118643,24
1000057788,"MPT Jungle Resort, Udaigiri",vikram.challur,faraz.shaikh,Vidisha,6,2022-06-21,1,1,,1,1,2564.8,2221.2999999999997,24
1000058678,"MPT Temple View, Omkareshwar",vikram.challur,faraz.shaikh,Omkareshwar,6,2022-06-13,5,7,,7,5,15766.8,13655.172881355933,24
